movie_id,title,plot,language,genre
1656696,A Sea Dog's Tale,"On Salami, in the Sausage Islands, warrior Jo Jo runs afoul of King Gumbo; Jo Jo is to die. A bottle washes ashore with a photo of Wilbur Watts, champion hotcake eater in Wisconsin. Princess Vanilla sees the photo and wants to marry Wilbur. Gumbo tells Jo Jo he's pardoned if he can bring Wilbur to Salami. Jo Jo does, kidnapping Wilbur during his marriage to his landlady. The bride vows to bring back her man, and on Salami, Vanilla does indeed want to marry Wilbur. Jo Jo connives a contest, sending Wilbur to the ocean floor to find shark whiskers. How will Wilbur do among the fish and the ocean's alluring creatures, and what about his Wisconsin bride?",English,Comedy
2124724,Modern Inventions,"Donald Duck goes to a museum of modern inventions. After getting in without paying, he meets a robot butler who takes Donald's hat every time he sees him. Donald is very annoyed by this and magically fixes himself a new hat every time this happens and strolls on. Ignoring the sign not to touch it, Donald starts playing with a wrapping machine and ends up being wrapped himself. He also encounters and tries out a robot nursemaid and a fully automatic barber chair. They both don't do him much good.",English,Animation
1793942,Cross Country,"After a woman is found butchered in her New York apartment, suspicion falls on her estranged husband, an ad executive who has suddenly left town on a cross-country road trip. He takes along a beautiful girl he met in a bar and a drifter he picked up along the way. A cop sets out after the husband, but he's more interested in shaking him down than bringing him back.",English,Thriller
1956230,Homeward Bound: The Incredible Journey,"Three pets (Chance, a young dog unfamiliar with the world; Shadow, an aging, wise dog; and Sassy, a snobby cat) are left behind when their family goes on vacation. Unsure of what happened, the animals set out on a quest to find their family. This journey across America is very dangerous and the animals risk never seeing their masters again. The group of pets travel across forested mountains and areas of wide-open countryside, while their family searches for them in the same areas.",English,Adventure
2455380,Twero: The Road to Health,"What happens when a government promises free medical services to all of its citizens, publicizing health care as a basic human right? The documentary, Twero: The Road to Health, follows a Ugandan journalist who investigates how patients often must seek care outside of an underfunded and overburdened public system. Desperate for help, patients are turning to an unregulated private health sector, where services are accessible, but at a significant cost. When patients cannot pay their medical bills, doctors are resorting to imprisoning them.",English,Documentary
2121286,Miroslava,"Mexico, 1955. A beautiful and popular movie star, Miroslava Sternova (Dombasle) is depressed tonight. Sad memories fill her mind: her childhood in the pre-war Prague, one failed marriage, several attempts to be taken as a serious actress and the betrayal of the man she loved. As she prepares to commit suicide her entire life reveals itself on the screen, showing us the portrait of a lonely woman.",Spanish,Drama
1737029,Blue Monday,"Blue Monday is an account of the American worker and the struggle to advance within the confines of a blue collar industrial New York. As Andrew's opportunities open, He must return to the factory where he has worked with friends and family for years.",English,Drama
1643091,73,"A young pregnant woman escapes from her corporate sponsor to seek freedom for herself and her unborn child and to set in motion a plan to bring down the autonomous organization. When she meets an immigrant shop owner with everything to lose, will she be turned in or helped to achieve her goal or will the armed agents of the omnipresent organization catch up with them both first?",English,Short
2157848,No Way Home,"Chunmei, away from home, she boards a taxi in the city. She goes to see the sea, to the hair salon for a youthful haircut, and is invited to dinner with her taxi driver. They go to karaoke and drink wine. The taxi driver finds Chunmei's behavior bizarre, but he knows she is a dissatisfied woman, and he begins to feel pity for her. When dawn comes, looking out the window, searching in the busy crowded city, can they find their way back home again?",Mandarin,Drama
1779758,Closure,"The story centers around Robert, with the help of Lawrence and Natalie, as he struggles to find out who has murdered his wife and child. Along the way, he must try to navigate through a web of political intrigue that involves a cop and a district attorney.",English,Thriller
1922517,Going Places with Graham McNamee No. 70,"This shows how the Diamond Back Terrapin has been saved from extinction by the U.S. Government and is gradually being increased in numbers under the supervision of government experts. The young turtles are being raised on an government experiment-farm in Beaufort, North Carolina, and are released in the marshes where they will grow to a size able to reproduce. The remainder of the reel shows different scenes on the island of St. John in the Virgin Islands group.",English,Short
2187314,Pals of the Silver Sage,"Six-year-old Sugar Grey ('Sugar Dawn' (qv)) has inherited a ranch, which she will lose to her cousin Jeff Grey ('Carleton Young' (qv)) if a certain number of cattle aren't delivered on time. Jeff has been working with Vic Insley ('Glenn Strange (I)' (qv)) to steal Sugar's cattle so he can obtain the ranch. Banker Jim Coleman ('Hal Price' (qv)), ranch overseer against Jeff's wishes, hires Tex Wright ('Tex Ritter' (qv)) and Slim Hunkafeller ('Slim Andrews' (qv))) as cowhands on Sugar's ranch. Tex and Slim work nights changing Insley's brand on the rustled cattle from Sugar's herd to yet another brand. Tex then bribes the rustlers to help him herd the cattle to the loading pens. Jeff convinces the Sheriff ('Warner Richmond' (qv)) that Tex is a rustler. Tex eludes the posse and Slim and his men surround the rustlers.",English,Action
2346101,The Assignment,"Analyst Tom Jenkins gets called on to participate in a 'Top Secret' company assignment.What he doesn't know is he's about to take on the assignment of his life. GlobalDyne Systems is back yet again, delivering it's own version of the pink slip in this short about corporate espionage and retribution with a twist at the end that's sure to shock",English,Action
2293411,Sleep,"A poor graduate student signs on for a paid sleep-deprivation study to be conducted during his spring break. From his apartment and the nearly-deserted campus surrounding, he diligently attempts to fulfill the rituals of the study, but everyone he encounters begins to sense his deviation from normal life and withdraws. Alienation and paranoia set in, and as the crutches of his sanity fall away and as the sleepless days go on and on, he begins to fear what will",English,Drama
1906181,Fucking Fernand,"A bombing raid makes travelling companions of a blind man, Fernand, and Antoine, a criminal. Fernand is a virgin and is depending on his new friend to find him a woman. But to Antoine, on the run, his fellow victim is more a burden than a boon.",French,Comedy
1877040,Evil Apparition,Chilling paranormal horror film about a man who moves into a house with a dark past and discovers mysterious objects left behind from the previous owners. Produced for Chemical Burn Entertainment and starring Nathan Head as Karl Hendry. - Anonymous.,English,Crime
2059883,Le malizie di Venere,Based on the infamous novel by Leopold Sacher-Masoch this fine film follows the perverted passions of a young couple as Severin watches the beautiful Wanda writhing naked amongst furs. His disturbing peeping tomism triggers off a whirlpool of emotions due to a childhood episode which punishes voyeurism with pain.,Italian,Drama
2407362,The Rest Falls Away,"The story of Aden Marlow (Ryan Jones), a twenty-something college drop out employed at a gift basket company. Aside from the stresses of work and the constant pestering of his science fiction loving co-worker Morris (Drew Aloe), he is more than lost in the routine of his everyday life, devoid of any real responsibility. His best friend Evan Knox (Joe Gariffo) and the girl he is secretly in love with, Candice Cass (Elena Bossler), are the only things in his life he can count on. But when the choices that Aden makes begin to have unforeseen consequences, his world falls apart around him. He struggles against time to choose a path that will ultimately save or condemn his closest friends, and even himself.",English,Drama
2097279,Making a Change,"In December 2000, aboriginal boxer Junior Moar was involved in a violent gang shooting in Winnipeg, MB. After being released from prison, and with the help of his friends and family members, he was able to escape the gang life he was previously involved with and continue his dream of being a professional boxer. Shortly after moving to Vancouver with his fiancée Robyn, he won the Canadian Light Heavyweight Championship in boxing. 'Making A Change' is a look at Junior as a boxer, as well as the decisions and choices made by himself and the people close to him, which gave him the opportunity to turn his life around.",English,Biography
2470791,UseD,"USED is action thriller driven by a recently reformed young woman Evelyn(Eve) James who is struggling to regain control of her life in the midst of complete societal chaos. USED examines the scenario of what could happen if economic conditions continues to decline which in effect, weakens the structures that governs good behavior within our society. For example, what if we were forced to minimize the amount of policing that's necessary to maintain in an effort to cut back on government spending. Furthermore, what would happen if the solution to control the booming prison population and ease the burden on tax payers is to release violent and non-violent felons alike, the minute they become eligible for parole. Lastly, what actions will decent, hardworking civilians take in order to secure their safety and prosperity. This is where the 2nd Amendment comes in to play resulting in a vigilante society.",English,Action
2274649,Serving Sara,"When Sara is served divorce papers while she is in New York, she is stunned. Not about to lose the fortune she amassed with her self-serving Texas husband, she makes an offer to her process server, Joe that sets them off on a wild trip across the country.",English,Comedy
2015593,Keep the Aspidistra Flying,"Gordon Comstock is a copywriter at an ad agency, and his girlfriend Rosemary is a designer. Gordon believes he is a genius, a marvelous poet and quits the ad agency, trying to live on his poems, but poverty soon comes to him.",English,Comedy
2050753,Ladies of the Chorus,"Former burlesque star May and her daughter Peggy dance in the chorus. When May has a fight with featured dancer Bubbles, Bubbles leaves the show and Peggy takes her place. When Peggy falls in love with wealthy Randy, May fears class differences may lead to misery.",English,Musical
1698678,Askal,"Lucas Dela Costa is an investigative journalist secretly hired by the city mayor to go undercover in order to expose the identities of the four members of Askal, Manila's most notorious graffiti crew. Lucas develops a complex friendship with the graffiti artists after time spent with the group and is invited to join and document Askal's last and most dangerous job - the infiltration of the major's own residence.",Tagalog,Drama
1937648,Harbinger,"Guilt ridden by the abduction and murder of his little sister ten years ago, Joseph Hooven takes on dangerous jobs rescuing kidnapped children, hoping that someday these cases will provide clues that will lead him to Sarah's killer.",English,Action
1963335,Hum 255,"In 1968, striking students at the University of Chicago occupied an administration building. Many were suspended and a few were expelled. A year later, two expelled young women were asked by their former classmates to talk about the experience as a class project. The women confront the students about their convictions and how far they are willing to go to defend their values.",English,Documentary
2102849,Margaret's Museum,"In a town where half the men die down the coalpit, Margaret MacNeil is quite happy being single. Until she meets Neil Currie, a charming and sincere bagpipe-playing, Gaelic-speaking dishwasher. But no matter what you do, you can't avoid the spectre of the pit forever.",English,Drama
2362047,The Desert Fox: The Story of Rommel,"This biopic follows Rommel's career after the Afrika Korps, including his work on the defenses of Fortress Europe as well as his part in the assassination attempt on Hitler, and his subsequent suicide.",English,Action
2256520,Sacred Game,"SACRED GAME is the moment between life and death. In the midst of fleshing out his latest screenplay, Daniel decides on leaving his wife and infant son to escape for a weekend hunting expedition with his three buddies. But when the men's path crosses a traumatized woman frantically running through the forest, all their destinies are forever altered. Fantastic interwoven dreamlike episodes expose Daniel's fears and inner struggle...the irrevocable curse brought on by the mysterious woman's appearance, the battle between church and legend, and a hunt that turns into a fight for his own survival. Only when it's all over, the tragic reality of Daniel's world ultimately becomes clear.",English,Horror
2417792,The Super Salesman,Heckel and Jeckle. the two talking-magpies are selling hair-tonic in a public park without a license. They are chased by the park caretaker whom they trick again and again. Then a stern police dog get involved and their feathers start to fly. They find a good use for the hair-tonic but it backfires on them.,English,Animation
2281197,Shell,"Sex in a room of barren beauty... this infidelity leads to a raw and savage emotional encounter... An act of passion and betrayal threatens the volatile equilibrium between a man and his wife. The graphic violence of their encounter does not allow for easy answers in relation to the balance of power or the place of hope, vulnerability and anger within the confines of the cliché which designates the desire to be loved. Combining elements of melodrama with Brecht's 'V' effect this deceptively simple narrative troubles questions of desire, pleasure and fantasy, and creates a stark tautology of revelation and the impossibility of knowledge.",English,Short
2365370,The Employer,"Five highly qualified applicants interview for a coveted job with the Carcharias Corporation, a powerful conglomerate whose business practices are shrouded in mystery. On the night before the last round of interviews, they are all kidnapped and drugged. The next day, they wake up trapped together in a locked room without any hope of escape. Soon the true nature of their situation is revealed when they receive a phone call from the mysterious CEO of Carcharias, known only as The Employer. He informs them that they are about to experience the final interview, but it's not at all what they were expecting.",English,Thriller
